"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBathrooms","Remod","Age"
"1173","2 story PUD 1946+","FV",35,4017,1,"Pave",2,"Lvl","Inside",2,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,625,"GasA",5,1,"SBrkr",625,625,0,1250,0,0,2,1,2,1,4,5,7,0,0,"Detchd",3,2,3,3,2,0,54,0,0,0,0,0,"None","None",0,"3","2008","WD","Normal",12.0546681913709,2.5,1,-2004
"1174","1,5 story fin","RL",138,18030,1,"None",2,"Bnk","Inside",2,"ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,152,4,469,977,"GasA",3,1,"SBrkr",1636,971,479,3086,0,0,3,0,3,1,5,12,3,1,4,"None",0,0,0,0,2,122,0,0,0,0,0,0,"MnPrv","None",0,"3","2007","WD","Normal",12.2085695257288,3,1,-1992
"1175","2 story 1945-","RL",80,16560,1,"None",2,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","2Story",6,8,1932,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,3,1,3,503,1,0,449,"GasA",3,1,"SBrkr",1170,1175,0,2345,0,0,2,1,4,1,3,9,7,1,4,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",12.3842188309136,2.5,1,-1949
"1176","1,5 story fin","RL",85,10678,1,"None",3,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,4,3,"PConc",4,3,1,6,700,1,0,983,"GasA",5,1,"SBrkr",2129,743,0,2872,0,0,2,1,4,1,4,9,7,1,3,"Attchd",3,2,3,3,2,0,33,0,0,0,0,0,"None","None",0,"4","2007","WD","Normal",12.5602444592508,2.5,1,-1998
"1178","1,5 story fin","RM",55,3950,1,"Grvl",3,"Bnk","Inside",2,"OldTown","Artery","Norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,468,1,0,350,"GasA",3,1,"SBrkr",818,406,0,1224,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1,1,3,3,0,0,0,116,0,0,0,0,"None","None",0,"12","2009","WD","Normal",11.6526874073454,1,1,-2000
"1180","1 story 1946+","RL",77,8335,1,"None",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",1124,0,0,1124,0,0,1,0,3,1,3,5,5,1,4,"None",0,0,0,0,0,0,36,190,0,0,0,0,"None","None",0,"4","2006","WD","Normal",11.4403547721354,1,0,-1953
"1181","2 story 1946+","RL",98,11170,1,"None",1,"Lvl","Corner",2,"Timber","Norm","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"Wood",4,3,1,2,1216,1,0,0,"GasA",5,1,"SBrkr",1298,1216,0,2514,0,0,2,1,4,1,3,8,7,0,0,"Attchd",3,2,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,"4","2006","WD","Normal",12.4292161968444,2.5,1,-1990
"1182","1 story PUD 1946+","RM",64,5587,1,"None",2,"HLS","Inside",1,"Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,5,3,"PConc",5,3,4,6,1480,1,0,120,"GasA",5,1,"SBrkr",1652,0,0,1652,1,1,2,0,2,1,4,5,7,1,4,"Attchd",3,2,3,3,2,162,53,0,153,0,0,0,"None","None",0,"11","2008","New","Partial",12.8802918162046,3.5,0,-2005
"1184","1 story 1945-","RL",60,10800,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Hip","CompShg","Stucco","Stucco","None",0,3,3,"BrkTil",3,3,1,3,821,1,0,299,"GasA",5,1,"SBrkr",1130,0,0,1130,1,0,1,0,2,1,3,5,7,1,4,"Detchd",1,2,3,3,2,229,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",11.6952470217642,2,1,-1949
"1185","1 story 1946+","RL",50,35133,0,"None",3,"Lvl","Inside",1,"Timber","Norm","Norm","1Fam","1Story",5,4,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,3,3,"CBlock",3,3,4,3,1159,1,0,413,"GasA",4,1,"SBrkr",1572,0,0,1572,1,0,1,1,3,1,3,5,7,2,3,"2Types",2,3,3,3,2,0,263,0,0,263,0,0,"None","None",0,"5","2007","WD","Normal",12.1372583295298,2.5,0,-1961
"1186","1,5 story fin","RL",60,9738,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,3,4,"BrkTil",3,3,1,4,392,1,0,392,"GasA",4,1,"SBrkr",949,272,0,1221,1,0,1,0,4,1,3,7,7,0,0,"Attchd",1,1,3,3,2,0,0,236,0,0,0,0,"None","None",0,"3","2006","WD","Normal",11.5607627943844,2,1,-1949
"1188","1 story 1946+","RL",89,12461,1,"None",3,"Lvl","Corner",2,"NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,4,3,"PConc",4,3,1,6,1456,1,0,168,"GasA",5,1,"SBrkr",1624,0,0,1624,1,0,2,0,2,1,4,5,7,1,2,"Attchd",2,3,3,3,2,0,114,192,0,0,0,0,"GdPrv","None",0,"7","2006","WD","Normal",12.4760997827432,3,1,-1994
"1189","2 story 1946+","RL",68,8935,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,4,3,"PConc",4,3,1,1,0,1,0,831,"GasA",5,1,"SBrkr",831,829,0,1660,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,144,68,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.1807548375459,2.5,0,-1998
"1190","2 story 1946+","RL",60,7500,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,1,1,0,1,0,994,"GasA",4,1,"SBrkr",1028,776,0,1804,0,0,2,1,3,1,4,7,7,1,3,"Attchd",3,2,3,3,2,140,60,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",12.1495022940418,2.5,0,-1994
"1193","1,5 story fin","RM",60,9600,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,1,0,1,0,702,"GasA",4,1,"SBrkr",842,630,0,1472,0,0,1,0,3,1,4,6,7,0,0,"Detchd",1,1,3,2,1,0,0,84,0,0,0,0,"GdWo","None",0,"7","2007","WD","Normal",11.7360690162844,1,1,-1992
"1194","1 story PUD 1946+","RM",41,4500,1,"None",3,"Lvl","FR2",2,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,3,3,"PConc",5,3,1,6,883,1,0,341,"GasA",5,1,"SBrkr",1224,0,0,1224,1,0,2,0,2,1,3,5,7,0,0,"Attchd",3,2,3,3,2,0,304,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.0137007528827,3,0,-1995
"1195","2 story 1946+","RL",80,9364,1,"None",3,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,3,3,"CBlock",3,3,1,5,371,1,0,292,"GasA",3,1,"SBrkr",663,689,0,1352,0,0,1,1,4,1,3,7,7,0,0,"Attchd",3,1,3,3,2,379,36,0,0,0,0,0,"MnPrv","None",0,"3","2010","WD","Normal",11.9703503120091,1.5,0,-1964
"1196","2 story 1946+","RL",51,8029,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,728,"GasA",5,1,"SBrkr",728,728,0,1456,0,0,2,1,3,1,4,8,7,0,0,"Attchd",3,2,3,3,2,100,24,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.0782392740203,2.5,0,-2002
"1197","2 story 1946+","RL",58,14054,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,879,"GasA",5,1,"SBrkr",879,984,0,1863,0,0,2,1,4,1,4,9,7,1,4,"BuiltIn",3,3,3,3,2,100,17,0,0,0,0,0,"None","None",0,"11","2006","New","Partial",12.2977854534534,2.5,0,-2005
"1199","1 story 1946+","RL",70,9100,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,1212,"GasA",5,1,"SBrkr",1212,0,0,1212,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,356,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.0895388292742,2,0,-1997
"1200","1 story 1946+","RL",75,11235,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,3,3,"CBlock",3,3,1,3,547,1,0,504,"GasA",4,1,"SBrkr",1382,0,0,1382,0,0,1,1,3,1,3,6,7,1,1,"Attchd",1,2,3,3,2,0,82,0,0,0,0,0,"None","None",0,"10","2006","WD","Normal",11.9049675527463,1.5,1,-1978
"1201","1 story 1946+","RL",71,9353,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,1,0,1,0,864,"GasA",4,1,"SBrkr",864,0,0,864,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","Shed",0,"7","2006","Oth","Abnorml",11.6617764117026,1,0,-1969
"1202","2 story 1946+","RL",80,10400,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,3,1,0,1,0,866,"GasA",5,1,"SBrkr",866,913,0,1779,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,198,36,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",12.1955171315907,2.5,0,-1994
"1204","1 story 1946+","RL",75,9750,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,4,3,"PConc",4,3,1,1,0,1,0,1630,"GasA",5,1,"SBrkr",1630,0,0,1630,0,0,2,0,3,1,4,6,7,1,3,"Attchd",1,2,3,3,2,74,234,0,0,0,0,0,"None","None",0,"10","2009","WD","Normal",12.2690474446916,2,1,-1997
"1206","1 story 1946+","RL",90,14684,1,"None",2,"Lvl","CulDSac",2,"SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,4,3,"CBlock",4,3,2,5,485,4,177,1496,"GasA",4,1,"SBrkr",2196,0,0,2196,0,0,2,0,3,1,4,7,7,1,3,"Attchd",2,3,3,3,2,84,70,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.5131896306206,2,1,-1987
"1207","1 story 1946+","RH",66,8900,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,3,1056,1,0,0,"GasA",3,1,"SBrkr",1056,0,0,1056,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,3,3,2,0,42,0,0,0,0,0,"MnPrv","None",0,"11","2006","WD","Normal",11.580584113444,2,0,-1965
"1209","1 story 1946+","RL",70,7763,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,1,3,504,4,108,319,"GasA",3,1,"SBrkr",1283,0,0,1283,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10","2008","WD","Normal",11.8493977015914,2,1,-1977
"1210","1 story 1946+","RL",85,10182,1,"None",2,"Lvl","CulDSac",2,"Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,4,3,"PConc",5,3,2,6,1220,1,0,440,"GasA",5,1,"SBrkr",1660,0,0,1660,1,0,2,0,3,1,4,8,7,1,4,"Attchd",2,2,3,3,2,322,50,0,0,0,0,0,"None","None",0,"5","2006","New","Partial",12.5776362019627,3,0,-2005
"1211","2 story 1946+","RL",70,11218,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"PConc",4,3,1,1,0,1,0,1055,"GasA",5,1,"SBrkr",1055,790,0,1845,0,0,2,1,3,1,4,8,7,1,3,"Attchd",2,2,3,3,2,635,104,0,0,0,0,0,"GdPrv","Shed",400,"5","2010","WD","Normal",12.1495022940418,2.5,0,-1987
"1212","1,5 story fin","RL",152,12134,1,"None",2,"Bnk","Inside",1,"Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"Wood",4,3,3,6,427,1,0,132,"GasA",4,1,"SBrkr",1080,672,0,1752,0,0,2,0,4,1,3,8,7,0,0,"Basment",2,2,3,3,2,325,12,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",12.0076217068063,2,1,-2000
"1213","1 story 1945-","RL",50,9340,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",4,6,1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,344,1,0,328,"GasA",3,1,"SBrkr",672,0,0,672,1,0,1,0,2,1,3,4,7,0,0,"Attchd",1,1,3,3,0,0,113,0,0,0,0,0,"None","None",0,"8","2009","WD","Normal",11.6351430976945,2,1,-1946
"1214","split/multi level","RL",75,10246,1,"None",2,"Lvl","CulDSac",2,"Sawyer","Norm","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"CBlock",3,4,3,6,648,1,0,0,"GasA",5,1,"SBrkr",960,0,0,960,1,1,0,0,0,1,3,3,7,0,0,"Attchd",1,1,3,3,2,88,0,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",11.8844890214027,1.5,1,-2000
"1215","split foyer","RL",69,10205,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,3,4,784,1,0,141,"GasA",3,1,"SBrkr",999,0,0,999,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,1,3,3,2,150,72,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",11.809319478024,2,0,-1961
"1217","duplex all style/age","RM",68,8930,1,"None",3,"Lvl","Inside",2,"Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",1318,584,0,1902,0,0,2,0,4,2,3,8,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",11.6262541502772,2,0,-1973
"1218","1 story 1946+","FV",72,8640,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,4,3,"PConc",4,3,2,6,936,1,0,364,"GasA",5,1,"SBrkr",1314,0,0,1314,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,135,112,0,0,0,0,0,"None","None",0,"9","2009","New","Partial",12.343466568969,3,0,-2005
"1220","2 story PUD 1946+","RM",21,1680,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,3,3,"CBlock",3,3,1,1,0,1,0,672,"GasA",3,1,"SBrkr",672,546,0,1218,0,0,1,1,3,1,3,7,7,0,0,"None",0,0,0,0,0,201,0,0,0,0,0,0,"None","None",0,"4","2006","WD","Abnorml",11.4240942512636,1.5,0,-1970
"1221","1 story 1946+","RL",66,7800,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,3,312,2,600,0,"GasA",3,1,"SBrkr",912,0,0,912,0,0,1,0,2,1,3,5,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"11","2006","WD","Abnorml",11.6526874073454,1,0,-1963
"1223","1,5 story fin","RL",78,10496,1,"None",3,"Lvl","Inside",2,"NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,3,3,"CBlock",3,3,2,3,196,1,0,844,"GasA",5,1,"SBrkr",1168,678,0,1846,0,0,2,0,3,1,3,7,7,1,4,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"1","2007","WD","Normal",11.870599909242,2,1,-1948
"1224","1 story 1946+","RL",89,10680,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,3,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,3,3,"CBlock",3,2,1,2,756,1,0,1380,"GasA",3,0,"FuseA",2136,0,0,2136,0,0,2,0,4,1,3,7,4,0,0,"Detchd",1,2,3,3,2,0,30,0,0,0,0,0,"MnPrv","None",0,"10","2006","WD","Normal",11.8342840637814,2,0,-1950
"1225","2 story 1946+","RL",60,15384,1,"None",2,"Lvl","Inside",2,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,724,1,0,64,"GasA",5,1,"SBrkr",788,702,0,1490,1,0,2,1,3,1,4,8,7,1,4,"Attchd",3,2,3,3,2,100,75,0,0,0,0,0,"None","None",0,"2","2008","WD","Normal",12.1226910365911,3.5,1,-2002
"1226","split/multi level","RL",65,10482,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,3,4,"CBlock",3,3,3,6,507,1,0,81,"GasA",5,1,"SBrkr",1138,0,0,1138,0,1,1,0,3,1,3,6,7,0,0,"Attchd",2,1,3,3,2,224,0,0,0,0,0,0,"MnWw","None",0,"6","2007","WD","Normal",11.8844890214027,1.5,0,-1956
"1227","2 story 1946+","RL",86,14598,1,"None",2,"Lvl","CulDSac",2,"Somerst","Feedr","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",74,4,3,"PConc",4,3,2,1,0,1,0,894,"GasA",5,1,"SBrkr",894,1039,0,1933,0,0,2,1,4,1,4,9,7,1,4,"BuiltIn",3,3,3,3,2,100,18,0,0,0,0,0,"None","None",0,"1","2008","WD","Normal",12.273731294004,2.5,0,-2004
"1228","1 story 1946+","RL",72,8872,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,8,1965,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,3,3,"CBlock",3,3,1,5,595,1,0,317,"GasA",5,1,"SBrkr",912,0,0,912,1,0,1,0,2,1,4,5,7,0,0,"Detchd",1,2,3,3,2,0,240,0,0,0,0,0,"None","None",0,"12","2008","WD","Normal",11.8981878657609,2,1,-2005
"1229","1 story PUD 1946+","RL",65,8769,1,"None",3,"Lvl","Corner",2,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",766,5,3,"PConc",5,3,1,6,1540,1,0,162,"GasA",5,1,"SBrkr",1702,0,0,1702,1,0,1,1,1,1,5,7,7,1,4,"Attchd",3,3,3,3,2,0,72,0,0,224,0,0,"None","None",0,"10","2008","New","Partial",12.8139178962537,2.5,0,-2005
"1230","split/multi level","RL",70,7910,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,3,3,"CBlock",3,3,1,5,666,1,0,409,"GasA",4,1,"SBrkr",1507,0,0,1507,0,0,2,0,4,1,3,7,3,0,0,"Basment",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"8","2008","WD","Normal",11.7519423654407,2,0,-1957
"1231","duplex all style/age","RL",84,18890,1,"None",2,"Lvl","Inside",2,"Sawyer","Feedr","RRAe","Duplex","1.5Fin",5,5,1977,1977,"Shed","CompShg","Plywood","Plywood","None",1,3,3,"CBlock",4,3,1,6,498,3,211,652,"GasA",5,1,"SBrkr",1361,1259,0,2620,0,0,2,2,4,2,3,12,7,1,3,"BuiltIn",2,2,3,3,0,155,24,145,0,0,0,0,"None","Gar2",8300,"8","2007","WD","Normal",12.1547793511426,3,0,-1975
"1232","duplex all style/age","RL",70,7728,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,3,3,"CBlock",3,3,3,5,803,1,0,303,"GasA",3,1,"SBrkr",1190,0,0,1190,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,18,0,0,0,0,0,"GdWo","None",0,"5","2006","WD","Normal",11.7943379244084,2,0,-1961
"1233","duplex all style/age","RL",70,9842,1,"None",3,"Lvl","FR2",2,"NAmes","Norm","Norm","Duplex","1Story",4,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",1224,0,0,1224,0,0,2,0,2,2,3,6,7,0,0,"CarPort",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"3","2007","WD","Normal",11.5307653830986,2,0,-1960
"1234","1 story 1946+","RL",84,12160,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,3,3,"CBlock",3,3,1,3,1000,1,0,188,"GasA",2,1,"SBrkr",1188,0,0,1188,1,0,1,0,3,1,3,6,7,0,0,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"5","2010","COD","Abnorml",11.8635823365834,2,0,-1954
"1235","2 story 1945-","RH",55,8525,1,"None",3,"Bnk","Inside",2,"SWISU","Norm","Norm","1Fam","2Story",5,6,1911,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,3,1,0,1,0,940,"GasA",3,0,"FuseA",1024,940,0,1964,0,0,1,1,4,1,3,7,7,0,0,"None",0,0,0,0,0,0,192,0,0,0,0,0,"None","None",0,"11","2008","WD","Abnorml",11.7752897294377,1.5,1,-1947
"1236","2 story 1945-","RL",96,13132,1,"None",3,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","2Story",5,5,1914,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,3,2,1,0,1,0,747,"GasA",4,1,"FuseF",892,892,0,1784,0,0,1,1,4,1,3,9,7,0,0,"Detchd",1,1,2,2,0,203,40,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",11.8414159318498,1.5,1,-1949
"1238","2 story 1946+","RL",41,12393,1,"None",1,"Lvl","FR2",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,847,"GasA",5,1,"SBrkr",847,1101,0,1948,0,0,2,1,4,1,4,8,7,1,4,"BuiltIn",3,2,3,3,2,100,48,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",12.1807548375459,2.5,1,-2004
"1239","1 story 1946+","RL",63,13072,1,"None",3,"Lvl","Inside",2,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,1141,"GasA",5,1,"SBrkr",1141,0,0,1141,0,0,1,1,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"3","2006","WD","Abnorml",11.8670972786908,1.5,0,-2004
"1240","1 story 1946+","RL",64,9037,1,"None",2,"HLS","Inside",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,4,3,"PConc",4,3,3,6,428,1,0,1048,"GasA",5,1,"SBrkr",1484,0,0,1484,0,0,2,0,2,1,5,6,7,1,4,"Attchd",2,2,3,3,2,120,33,0,0,0,0,0,"None","None",0,"12","2007","WD","Normal",12.4908755772311,2,0,-2004
"1241","2 story 1946+","RL",65,8158,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,4,3,"PConc",4,3,1,6,550,1,0,334,"GasA",5,1,"SBrkr",884,884,0,1768,1,0,2,1,3,1,4,8,7,0,0,"Attchd",2,2,3,3,2,0,63,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.3234111379474,3.5,0,-2000
